2015-06-16
Columbus Blue Jackets,Buffalo Sabres,7/10,317/100,327/100
New York Islanders,Arizona Coyotes,57/100,69/20,79/20
New York Rangers,Calgary Flames,99/100,74/25,113/50
2015-02-24
Anaheim Ducks,Detroit Red Wings,61/50,11/4,191/100
New Jersey Devils,Arizona Coyotes,91/100,141/50,253/100
2015-02-23
Minnesota Wild,Dallas Stars,17/20,299/100,67/25
New York Rangers,Columbus Blue Jackets,18/25,63/20,159/50
Colorado Avalanche,Tampa Bay Lightning,39/25,279/100,29/20
2015-02-22
Buffalo Sabres,Nashville Predators,18/5,13/4,16/25
New York Islanders,Vancouver Canucks,101/100,59/20,221/100
Pittsburgh Penguins,Florida Panthers,73/100,301/100,63/20
Chicago Blackhawks,Boston Bruins,93/100,281/100,251/100
Philadelphia Flyers,Washington Capitals,167/100,279/100,67/50
San Jose Sharks,Los Angeles Kings,41/25,133/50,36/25
Arizona Coyotes,Tampa Bay Lightning,69/25,74/25,21/25
Dallas Stars,Detroit Red Wings,169/100,11/4,34/25
St.Louis Blues,Pittsburgh Penguins,29/25,141/50,49/25
Edmonton Oilers,Anaheim Ducks,137/50,147/50,83/100
Montreal Canadiens,Columbus Blue Jackets,41/50,73/25,287/100
New Jersey Devils,Carolina Hurricanes,38/25,263/100,153/100
Ottawa Senators,Florida Panthers,167/100,139/50,137/100
Toronto Maple Leafs,Winnipeg Jets,39/20,283/100,29/25
2015-02-21
Philadelphia Flyers,Nashville Predators,249/100,143/50,93/100
Washington Capitals,New York Islanders,23/20,143/50,49/25
Calgary Flames,Anaheim Ducks,36/25,279/100,39/25
Edmonton Oilers,Minnesota Wild,261/100,297/100,87/100
Chicago Blackhawks,Colorado Avalanche,7/10,327/100,317/100
St.Louis Blues,Boston Bruins,49/50,73/25,229/100
e.fn.e.init[58]
2015-02-21
Buffalo Sabres,New York Rangers,359/100,87/25,61/100
Carolina Hurricanes,Toronto Maple Leafs,1/1,303/100,11/5
New Jersey Devils,Vancouver Canucks,37/25,269/100,159/100
2015-02-20
Dallas Stars,San Jose Sharks,149/100,141/50,3/2
Montreal Canadiens,Florida Panthers,109/100,14/5,53/25
New York Islanders,Nashville Predators,7/5,14/5,81/50
New York Rangers,Vancouver Canucks,26/25,287/100,217/100
Philadelphia Flyers,Buffalo Sabres,29/50,341/100,389/100
Pittsburgh Penguins,Columbus Blue Jackets,17/25,327/100,329/100
Washington Capitals,Winnipeg Jets,97/100,289/100,237/100
2015-02-19
Anaheim Ducks,Tampa Bay Lightning,129/100,29/10,17/10
Colorado Avalanche,Los Angeles Kings,199/100,259/100,6/5
Edmonton Oilers,Boston Bruins,301/100,161/50,73/100
Calgary Flames,Minnesota Wild,81/50,27/10,36/25
Chicago Blackhawks,Detroit Red Wings,97/100,143/50,47/20
Ottawa Senators,Montreal Canadiens,193/100,29/10,23/20
2015-02-18
Nashville Predators,San Jose Sharks,19/20,74/25,59/25
St.Louis Blues,Dallas Stars,19/25,323/100,57/20
New Jersey Devils,Buffalo Sabres,7/10,293/100,7/2
Toronto Maple Leafs,Florida Panthers,161/100,14/5,7/5
Carolina Hurricanes,New York Islanders,171/100,277/100,133/100
Philadelphia Flyers,Columbus Blue Jackets,23/20,283/100,193/100
Pittsburgh Penguins,Washington Capitals,26/25,59/20,213/100
2015-02-17
Los Angeles Kings,Tampa Bay Lightning,1/1,151/50,11/5
Vancouver Canucks,Minnesota Wild,163/100,259/100,37/25
Calgary Flames,Boston Bruins,93/50,263/100,32/25
Colorado Avalanche,Arizona Coyotes,17/20,74/25,271/100
Winnipeg Jets,Edmonton Oilers,63/100,341/100,69/20
Detroit Red Wings,Montreal Canadiens,123/100,269/100,191/100
Ottawa Senators,Carolina Hurricanes,117/100,29/10,19/10
New York Islanders,New York Rangers,113/100,14/5,203/100
2015-02-16
Anaheim Ducks,Washington Capitals,49/50,287/100,117/50
San Jose Sharks,Tampa Bay Lightning,139/100,69/25,41/25
Buffalo Sabres,Philadelphia Flyers,129/50,147/50,89/100
2015-02-15
Florida Panthers,St.Louis Blues,233/100,71/25,1/1
Chicago Blackhawks,Pittsburgh Penguins,107/100,14/5,54/25
Calgary Flames,Vancouver Canucks,33/25,267/100,179/100
Los Angeles Kings,Washington Capitals,119/100,11/4,49/25
Colorado Avalanche,Dallas Stars,11/10,57/20,41/20
Arizona Coyotes,New York Rangers,249/100,309/100,89/100
Minnesota Wild,Carolina Hurricanes,21/25,297/100,27/10
Nashville Predators,New Jersey Devils,67/100,78/25,87/25
Detroit Red Wings,Winnipeg Jets,99/100,73/25,229/100
Montreal Canadiens,Toronto Maple Leafs,18/25,303/100,321/100
New York Islanders,Columbus Blue Jackets,33/50,327/100,343/100
2015-02-14
Ottawa Senators,Edmonton Oilers,23/25,149/50,121/50
Vancouver Canucks,Boston Bruins,83/50,27/10,141/100
Arizona Coyotes,San Jose Sharks,211/100,59/20,53/50
Chicago Blackhawks,New Jersey Devils,31/50,321/100,96/25
Dallas Stars,Florida Panthers,79/100,77/25,57/20
e.fn.e.init[58]
2015-02-14
Columbus Blue Jackets,Philadelphia Flyers,131/100,269/100,9/5
2015-02-13
Los Angeles Kings,Calgary Flames,103/100,137/50,23/10
Colorado Avalanche,New York Rangers,167/100,71/25,67/50
Minnesota Wild,Florida Panthers,19/20,73/25,121/50
Nashville Predators,Winnipeg Jets,91/100,59/20,62/25
Montreal Canadiens,Edmonton Oilers,13/20,329/100,7/2
Ottawa Senators,Pittsburgh Penguins,193/100,11/4,6/5
Tampa Bay Lightning,St.Louis Blues,139/100,14/5,8/5
Carolina Hurricanes,Anaheim Ducks,91/50,14/5,31/25
New York Islanders,Toronto Maple Leafs,3/4,313/100,147/50
2015-02-12
San Jose Sharks,Washington Capitals,137/100,291/100,81/50
Chicago Blackhawks,Vancouver Canucks,4/5,61/20,283/100
Pittsburgh Penguins,Detroit Red Wings,6/5,72/25,37/20
2015-02-11
Nashville Predators,Tampa Bay Lightning,111/100,291/100,199/100
St.Louis Blues,Arizona Coyotes,13/25,363/100,441/100
Winnipeg Jets,Minnesota Wild,31/25,68/25,47/25
Florida Panthers,Anaheim Ducks,153/100,57/20,73/50
Montreal Canadiens,Philadelphia Flyers,41/50,77/25,27/10
Toronto Maple Leafs,New York Rangers,189/100,289/100,59/50
Boston Bruins,Dallas Stars,107/100,72/25,21/10
Buffalo Sabres,Ottawa Senators,129/50,277/100,47/50
New York Islanders,Edmonton Oilers,53/100,91/25,106/25
2015-02-10
San Jose Sharks,Calgary Flames,109/100,283/100,209/100
Chicago Blackhawks,Arizona Coyotes,14/25,18/5,98/25
Minnesota Wild,Vancouver Canucks,117/100,14/5,197/100
Columbus Blue Jackets,Los Angeles Kings,43/20,137/50,11/10
New Jersey Devils,Edmonton Oilers,21/25,287/100,281/100
2015-02-09
Boston Bruins,Montreal Canadiens,29/25,69/25,201/100
2015-02-08
Winnipeg Jets,Colorado Avalanche,9/10,29/10,64/25
Buffalo Sabres,New York Islanders,357/100,79/25,13/20
New York Rangers,Dallas Stars,103/100,291/100,109/50
Tampa Bay Lightning,Anaheim Ducks,67/50,281/100,169/100
Florida Panthers,Nashville Predators,38/25,263/100,39/25
Washington Capitals,Philadelphia Flyers,47/50,59/20,239/100
St.Louis Blues,Chicago Blackhawks,33/25,69/25,87/50
San Jose Sharks,Carolina Hurricanes,22/25,59/20,261/100
Vancouver Canucks,Pittsburgh Penguins,34/25,66/25,87/50
Arizona Coyotes,Detroit Red Wings,121/50,289/100,19/20
Minnesota Wild,Colorado Avalanche,9/10,289/100,259/100
Boston Bruins,New York Islanders,99/100,289/100,231/100
Buffalo Sabres,Dallas Stars,31/10,77/25,3/4
Montreal Canadiens,New Jersey Devils,71/100,303/100,333/100
Ottawa Senators,Columbus Blue Jackets,97/100,72/25,117/50
Toronto Maple Leafs,Edmonton Oilers,53/50,289/100,213/100
2015-02-07
Tampa Bay Lightning,Los Angeles Kings,103/100,289/100,219/100
Nashville Predators,New York Rangers,109/100,281/100,211/100
Calgary Flames,Pittsburgh Penguins,42/25,279/100,67/50
Winnipeg Jets,Chicago Blackhawks,52/25,143/50,109/100
Columbus Blue Jackets,St.Louis Blues,253/100,303/100,22/25
Washington Capitals,Anaheim Ducks,13/10,273/100,89/50
e.fn.e.init[58]
2015-02-07
New Jersey Devils,Toronto Maple Leafs,117/100,11/4,2/1
2015-02-06
Vancouver Canucks,San Jose Sharks,6/5,68/25,39/20
Arizona Coyotes,Carolina Hurricanes,149/100,69/25,38/25
Colorado Avalanche,Detroit Red Wings,81/50,277/100,141/100
Dallas Stars,Tampa Bay Lightning,39/25,143/50,71/50
Nashville Predators,Anaheim Ducks,123/100,283/100,183/100
Florida Panthers,Los Angeles Kings,179/100,269/100,13/10
Ottawa Senators,Washington Capitals,2/1,141/50,57/50
Buffalo Sabres,St.Louis Blues,397/100,331/100,59/100
Philadelphia Flyers,New York Islanders,163/100,141/50,69/50
2015-02-05
Calgary Flames,San Jose Sharks,3/2,68/25,31/20
Edmonton Oilers,Pittsburgh Penguins,149/50,327/100,37/50
New York Rangers,Boston Bruins,71/50,139/50,161/100
2015-02-04
Anaheim Ducks,Carolina Hurricanes,7/10,157/50,163/50
Vancouver Canucks,Winnipeg Jets,51/50,68/25,117/50
Dallas Stars,Colorado Avalanche,51/50,297/100,219/100
Minnesota Wild,Chicago Blackhawks,52/25,137/50,28/25
Nashville Predators,Toronto Maple Leafs,83/100,311/100,133/50
St.Louis Blues,Tampa Bay Lightning,51/50,301/100,54/25
Montreal Canadiens,Buffalo Sabres,9/20,189/50,129/25
Columbus Blue Jackets,Arizona Coyotes,51/50,283/100,23/10
New Jersey Devils,Ottawa Senators,33/25,271/100,44/25
New York Islanders,Florida Panthers,13/20,329/100,347/100
Washington Capitals,Los Angeles Kings,131/100,137/50,7/4
2015-02-03
San Jose Sharks,Edmonton Oilers,53/100,73/20,421/100
Calgary Flames,Winnipeg Jets,3/2,139/50,38/25
New York Rangers,Florida Panthers,19/25,309/100,301/100
2015-02-01
Vancouver Canucks,Minnesota Wild,23/20,27/10,103/50
Pittsburgh Penguins,Nashville Predators,101/100,29/10,223/100
Montreal Canadiens,Arizona Coyotes,16/25,329/100,361/100
Washington Capitals,St.Louis Blues,97/50,57/20,117/100
San Jose Sharks,Chicago Blackhawks,7/5,14/5,8/5
Calgary Flames,Edmonton Oilers,79/100,153/50,72/25
Tampa Bay Lightning,Columbus Blue Jackets,69/100,157/50,167/50
Boston Bruins,Los Angeles Kings,119/100,53/20,201/100
New Jersey Devils,Florida Panthers,177/100,131/50,27/20
New York Rangers,Carolina Hurricanes,67/100,327/100,341/100
Philadelphia Flyers,Toronto Maple Leafs,93/100,59/20,121/50
Winnipeg Jets,Dallas Stars,121/100,281/100,19/10
2015-01-31
Ottawa Senators,Arizona Coyotes,19/20,291/100,241/100
Detroit Red Wings,New York Islanders,67/50,277/100,169/100
Montreal Canadiens,Washington Capitals,33/25,259/100,46/25
Anaheim Ducks,Chicago Blackhawks,77/50,11/4,149/100
Vancouver Canucks,Buffalo Sabres,9/20,377/100,128/25
Colorado Avalanche,Nashville Predators,133/100,141/50,42/25
Carolina Hurricanes,St.Louis Blues,179/100,68/25,129/100
New Jersey Devils,Pittsburgh Penguins,183/100,271/100,127/100
2015-01-30
San Jose Sharks,Anaheim Ducks,31/20,263/100,77/50
Edmonton Oilers,Buffalo Sabres,22/25,143/50,67/25
Calgary Flames,Minnesota Wild,137/100,279/100,33/20
e.fn.e.init[58]
2015-01-30
St.Louis Blues,Nashville Predators,93/100,73/25,49/20
Florida Panthers,Columbus Blue Jackets,26/25,141/50,111/50
Ottawa Senators,Dallas Stars,31/20,14/5,147/100
Tampa Bay Lightning,Detroit Red Wings,21/20,57/20,213/100
Toronto Maple Leafs,Arizona Coyotes,26/25,291/100,43/20
New York Islanders,Boston Bruins,61/50,141/50,47/25
New York Rangers,Montreal Canadiens,11/10,11/4,211/100
Philadelphia Flyers,Winnipeg Jets,161/100,139/50,141/100
2015-01-29
Los Angeles Kings,Chicago Blackhawks,33/20,273/100,7/5
Washington Capitals,Pittsburgh Penguins,33/25,69/25,87/50
New Jersey Devils,Toronto Maple Leafs,32/25,267/100,37/20
2015-01-28
Vancouver Canucks,Anaheim Ducks,42/25,27/10,7/5
Edmonton Oilers,Minnesota Wild,107/50,293/100,53/50
Calgary Flames,Buffalo Sabres,59/100,339/100,98/25
Nashville Predators,Colorado Avalanche,9/10,303/100,251/100
Carolina Hurricanes,Tampa Bay Lightning,213/100,57/20,109/100
Florida Panthers,Detroit Red Wings,181/100,27/10,13/10
Montreal Canadiens,Dallas Stars,26/25,289/100,11/5
Columbus Blue Jackets,Washington Capitals,53/25,141/50,107/100
New York Islanders,New York Rangers,137/100,273/100,169/100
Philadelphia Flyers,Arizona Coyotes,91/100,299/100,249/100
Pittsburgh Penguins,Winnipeg Jets,149/100,67/25,39/25
2015-01-25
Team Foligno,Team Toews,147/100,29/10,36/25
2015-01-22
San Jose Sharks,Los Angeles Kings,139/100,267/100,169/100
Anaheim Ducks,Calgary Flames,4/5,77/25,281/100
Colorado Avalanche,Boston Bruins,159/100,69/25,36/25
Winnipeg Jets,Columbus Blue Jackets,19/20,291/100,243/100
Pittsburgh Penguins,Chicago Blackhawks,17/10,69/25,27/20
Ottawa Senators,Toronto Maple Leafs,59/50,72/25,47/25
2015-01-21
Chicago Blackhawks,Arizona Coyotes,13/25,19/5,199/50
Dallas Stars,Boston Bruins,157/100,279/100,71/50
Detroit Red Wings,Minnesota Wild,23/25,74/25,5/2
Montreal Canadiens,Nashville Predators,123/100,69/25,47/25
Philadelphia Flyers,Pittsburgh Penguins,12/5,59/20,19/20
Tampa Bay Lightning,Vancouver Canucks,47/50,29/10,123/50
New York Rangers,Ottawa Senators,9/10,287/100,53/20
Washington Capitals,Edmonton Oilers,63/100,84/25,357/100
2015-01-20
Los Angeles Kings,Calgary Flames,17/20,151/50,27/10
San Jose Sharks,New Jersey Devils,39/50,303/100,74/25
Minnesota Wild,Columbus Blue Jackets,91/100,59/20,5/2
St.Louis Blues,Colorado Avalanche,37/50,79/25,77/25
Florida Panthers,Vancouver Canucks,7/4,133/50,27/20
Toronto Maple Leafs,Carolina Hurricanes,109/100,57/20,211/100
2015-01-19
New York Islanders,Philadelphia Flyers,37/50,317/100,303/100
Detroit Red Wings,Buffalo Sabres,47/100,37/10,117/25
Winnipeg Jets,Arizona Coyotes,69/100,321/100,327/100
2015-01-18
Chicago Blackhawks,Dallas Stars,16/25,84/25,87/25
Pittsburgh Penguins,New York Rangers,59/50,139/50,49/25
Los Angeles Kings,Anaheim Ducks,113/100,69/25,51/25
San Jose Sharks,Calgary Flames,23/25,29/10,253/100
e.fn.e.init[59]
2015-01-18
Minnesota Wild,Arizona Coyotes,81/100,299/100,57/20
Dallas Stars,Washington Capitals,26/25,72/25,109/50
Boston Bruins,Columbus Blue Jackets,33/50,16/5,88/25
Buffalo Sabres,Philadelphia Flyers,129/50,293/100,89/100
Detroit Red Wings,Nashville Predators,111/100,139/50,209/100
Florida Panthers,Edmonton Oilers,83/100,297/100,57/20
Montreal Canadiens,New York Islanders,133/100,14/5,171/100
Ottawa Senators,Carolina Hurricanes,93/100,287/100,251/100
St.Louis Blues,Toronto Maple Leafs,71/100,319/100,317/100
Tampa Bay Lightning,Colorado Avalanche,81/100,303/100,57/20
2015-01-17
Anaheim Ducks,New Jersey Devils,77/100,77/25,149/50
Chicago Blackhawks,Winnipeg Jets,33/50,329/100,171/50
Nashville Predators,Washington Capitals,34/25,27/10,173/100
Carolina Hurricanes,Vancouver Canucks,77/50,271/100,151/100
Columbus Blue Jackets,New York Rangers,101/50,11/4,23/20
New York Islanders,Pittsburgh Penguins,137/100,283/100,163/100
2015-01-16
San Jose Sharks,Toronto Maple Leafs,19/25,16/5,147/50
Arizona Coyotes,Calgary Flames,157/100,14/5,36/25
Dallas Stars,Winnipeg Jets,31/25,71/25,9/5
St.Louis Blues,Detroit Red Wings,23/25,59/20,5/2
Florida Panthers,Colorado Avalanche,57/50,11/4,203/100
Ottawa Senators,Montreal Canadiens,69/50,279/100,33/20
Tampa Bay Lightning,Edmonton Oilers,61/100,86/25,73/20
Boston Bruins,New York Rangers,59/50,271/100,203/100
Buffalo Sabres,Minnesota Wild,13/5,29/10,9/10
Philadelphia Flyers,Vancouver Canucks,19/10,287/100,59/50
2015-01-15
Los Angeles Kings,New Jersey Devils,7/10,63/20,329/100
Anaheim Ducks,Toronto Maple Leafs,43/50,307/100,131/50
Washington Capitals,Philadelphia Flyers,43/50,76/25,13/5
Columbus Blue Jackets,Montreal Canadiens,191/100,273/100,123/100
2015-01-14
Arizona Coyotes,San Jose Sharks,207/100,57/20,111/100
Dallas Stars,Ottawa Senators,53/50,147/50,211/100
Nashville Predators,Vancouver Canucks,26/25,283/100,111/50
St.Louis Blues,Edmonton Oilers,14/25,359/100,79/20
Winnipeg Jets,Florida Panthers,61/50,11/4,191/100
Boston Bruins,Tampa Bay Lightning,21/20,29/10,107/50
Buffalo Sabres,Detroit Red Wings,31/10,61/20,19/25
Carolina Hurricanes,Colorado Avalanche,117/100,283/100,97/50
New York Rangers,New York Islanders,6/5,281/100,191/100
Pittsburgh Penguins,Minnesota Wild,39/50,157/50,57/20
2015-01-13
Los Angeles Kings,Toronto Maple Leafs,91/100,153/50,49/20
Philadelphia Flyers,Tampa Bay Lightning,107/50,293/100,26/25
Washington Capitals,Colorado Avalanche,9/10,151/50,62/25
2015-01-12
Anaheim Ducks,Winnipeg Jets,3/4,313/100,301/100
Chicago Blackhawks,Minnesota Wild,13/20,167/50,69/20
Edmonton Oilers,Florida Panthers,177/100,67/25,131/100
2015-01-11
Los Angeles Kings,Winnipeg Jets,87/100,147/50,267/100
San Jose Sharks,New York Rangers,143/100,273/100,41/25
Vancouver Canucks,Calgary Flames,21/25,153/50,11/4
St.Louis Blues,Carolina Hurricanes,17/25,319/100,173/50
e.fn.e.init[58]
2015-01-11
Arizona Coyotes,Ottawa Senators,7/5,143/50,159/100
Columbus Blue Jackets,New York Islanders,83/50,141/50,139/100
Montreal Canadiens,Pittsburgh Penguins,71/50,68/25,33/20
Washington Capitals,Detroit Red Wings,131/100,69/25,44/25
2015-01-10
Colorado Avalanche,Dallas Stars,34/25,287/100,33/20
Minnesota Wild,Nashville Predators,79/50,27/10,3/2
Philadelphia Flyers,Boston Bruins,8/5,277/100,73/50
Edmonton Oilers,Chicago Blackhawks,291/100,311/100,79/100
Calgary Flames,Florida Panthers,99/100,57/20,59/25
Tampa Bay Lightning,Buffalo Sabres,2/5,427/100,137/25
Toronto Maple Leafs,Columbus Blue Jackets,117/100,289/100,193/100
New Jersey Devils,New York Islanders,119/50,143/50,99/100
2015-01-09
Los Angeles Kings,New York Rangers,1/1,14/5,237/100
Vancouver Canucks,Florida Panthers,103/100,283/100,113/50
Arizona Coyotes,Winnipeg Jets,42/25,67/25,143/100
Colorado Avalanche,Ottawa Senators,6/5,14/5,189/100
Minnesota Wild,Chicago Blackhawks,58/25,147/50,49/50
Nashville Predators,Dallas Stars,99/100,147/50,227/100
St.Louis Blues,San Jose Sharks,93/100,74/25,62/25
Boston Bruins,New Jersey Devils,19/20,57/20,62/25
Carolina Hurricanes,Buffalo Sabres,19/25,151/50,157/50
Philadelphia Flyers,Washington Capitals,141/100,281/100,79/50
2015-01-08
Anaheim Ducks,New York Rangers,139/100,27/10,171/100
Calgary Flames,Detroit Red Wings,69/50,69/25,167/100
Pittsburgh Penguins,Boston Bruins,113/100,68/25,213/100
Toronto Maple Leafs,Washington Capitals,42/25,279/100,137/100
2015-01-07
Vancouver Canucks,New York Islanders,139/100,141/50,41/25
Edmonton Oilers,Detroit Red Wings,23/10,299/100,97/100
Arizona Coyotes,St.Louis Blues,117/50,73/25,49/50
Chicago Blackhawks,Colorado Avalanche,33/50,337/100,171/50
Dallas Stars,Columbus Blue Jackets,51/50,74/25,111/50
Minnesota Wild,San Jose Sharks,111/100,57/20,21/10
Nashville Predators,Carolina Hurricanes,77/100,31/10,299/100
Montreal Canadiens,Tampa Bay Lightning,71/50,279/100,81/50
New Jersey Devils,Buffalo Sabres,19/25,76/25,31/10
Philadelphia Flyers,Ottawa Senators,32/25,279/100,89/50
2015-01-06
Winnipeg Jets,San Jose Sharks,29/20,273/100,81/50
2015-01-05
Edmonton Oilers,New York Islanders,53/20,307/100,43/50
Anaheim Ducks,Nashville Predators,101/100,141/50,117/50
Chicago Blackhawks,Dallas Stars,18/25,321/100,63/20
Colorado Avalanche,Columbus Blue Jackets,91/100,149/50,251/100
Ottawa Senators,Tampa Bay Lightning,213/100,29/10,53/50
2015-01-04
Washington Capitals,Florida Panthers,49/50,143/50,12/5
Carolina Hurricanes,Boston Bruins,183/100,69/25,32/25
San Jose Sharks,St.Louis Blues,119/100,277/100,197/100
Vancouver Canucks,Detroit Red Wings,131/100,11/4,179/100
Arizona Coyotes,Columbus Blue Jackets,151/100,281/100,153/100
Dallas Stars,Minnesota Wild,26/25,57/20,223/100
New Jersey Devils,Philadelphia Flyers,143/100,27/10,33/20
New York Rangers,Buffalo Sabres,47/100,187/50,503/100
e.fn.e.init[58]
2015-01-04
Pittsburgh Penguins,Montreal Canadiens,53/50,279/100,56/25
Winnipeg Jets,Toronto Maple Leafs,24/25,299/100,59/25
2015-01-03
Los Angeles Kings,Nashville Predators,63/50,273/100,187/100
Boston Bruins,Ottawa Senators,87/100,73/25,271/100
Anaheim Ducks,St.Louis Blues,57/50,281/100,101/50
Calgary Flames,New York Islanders,161/100,143/50,7/5
Colorado Avalanche,Edmonton Oilers,81/100,303/100,143/50
Minnesota Wild,Toronto Maple Leafs,109/100,147/50,209/100
Buffalo Sabres,Florida Panthers,199/100,281/100,23/20
Carolina Hurricanes,Philadelphia Flyers,153/100,139/50,3/2
New Jersey Devils,Montreal Canadiens,99/50,281/100,117/100
Pittsburgh Penguins,Tampa Bay Lightning,129/100,143/50,177/100
2015-01-02
Vancouver Canucks,Los Angeles Kings,33/25,277/100,7/4
2015-01-01
Washington Capitals,Chicago Blackhawks,199/100,14/5,117/100
Calgary Flames,Edmonton Oilers,3/4,78/25,307/100
Colorado Avalanche,Philadelphia Flyers,131/100,57/20,7/4
Anaheim Ducks,San Jose Sharks,109/100,283/100,107/50
Dallas Stars,Arizona Coyotes,9/10,149/50,257/100
Detroit Red Wings,New Jersey Devils,4/5,73/25,301/100
Boston Bruins,Toronto Maple Leafs,89/100,74/25,51/20
Columbus Blue Jackets,Minnesota Wild,38/25,137/50,153/100
Pittsburgh Penguins,Carolina Hurricanes,73/100,313/100,157/50
2014-12-31
Buffalo Sabres,Tampa Bay Lightning,307/100,31/10,19/25
Florida Panthers,New York Rangers,213/100,11/4,11/10
Winnipeg Jets,New York Islanders,157/100,11/4,3/2
San Jose Sharks,Vancouver Canucks,109/100,69/25,109/50
Edmonton Oilers,Los Angeles Kings,267/100,297/100,87/100
Nashville Predators,St.Louis Blues,113/100,11/4,209/100
Florida Panthers,Montreal Canadiens,151/100,131/50,81/50
2014-12-30
Arizona Coyotes,Philadelphia Flyers,8/5,11/4,29/20
Calgary Flames,Los Angeles Kings,187/100,68/25,31/25
Chicago Blackhawks,Nashville Predators,99/100,279/100,239/100
Dallas Stars,New York Rangers,33/20,69/25,7/5
St.Louis Blues,Colorado Avalanche,87/100,74/25,267/100
Winnipeg Jets,Minnesota Wild,31/25,277/100,93/50
Ottawa Senators,Buffalo Sabres,37/50,31/10,159/50
Tampa Bay Lightning,Toronto Maple Leafs,77/100,313/100,72/25
Boston Bruins,Detroit Red Wings,127/100,66/25,191/100
Carolina Hurricanes,Montreal Canadiens,48/25,27/10,31/25
New Jersey Devils,Pittsburgh Penguins,209/100,14/5,28/25
New York Islanders,Washington Capitals,61/50,14/5,189/100
2014-12-29
Anaheim Ducks,Vancouver Canucks,57/50,283/100,203/100
2014-12-28
Florida Panthers,Toronto Maple Leafs,139/100,281/100,33/20
Calgary Flames,Edmonton Oilers,43/50,301/100,269/100
Los Angeles Kings,San Jose Sharks,23/20,271/100,51/25
Colorado Avalanche,Chicago Blackhawks,241/100,72/25,19/20
Arizona Coyotes,Anaheim Ducks,59/25,289/100,99/100
Nashville Predators,Philadelphia Flyers,17/20,303/100,68/25
St.Louis Blues,Dallas Stars,93/100,297/100,123/50
Pittsburgh Penguins,Washington Capitals,1/1,29/10,59/25
e.fn.e.init[58]
2014-12-28
Buffalo Sabres,New York Islanders,59/20,31/10,39/50
Columbus Blue Jackets,Boston Bruins,207/100,287/100,111/100
Minnesota Wild,Winnipeg Jets,53/50,139/50,221/100
New York Rangers,New Jersey Devils,3/4,31/10,77/25
Ottawa Senators,Detroit Red Wings,179/100,137/50,131/100
Tampa Bay Lightning,Carolina Hurricanes,69/100,327/100,333/100
2014-12-24
Chicago Blackhawks,Winnipeg Jets,69/100,323/100,333/100
Colorado Avalanche,St.Louis Blues,209/100,277/100,113/100
Edmonton Oilers,Arizona Coyotes,32/25,283/100,181/100
Detroit Red Wings,Buffalo Sabres,53/100,91/25,87/20
Tampa Bay Lightning,Pittsburgh Penguins,59/50,289/100,19/10
Boston Bruins,Nashville Predators,113/100,14/5,209/100
Dallas Stars,Toronto Maple Leafs,119/100,147/50,47/25
Minnesota Wild,Philadelphia Flyers,83/100,151/50,141/50
New Jersey Devils,Carolina Hurricanes,53/50,279/100,223/100
New York Islanders,Montreal Canadiens,23/20,71/25,199/100
New York Rangers,Washington Capitals,101/100,283/100,58/25
2014-12-23
Los Angeles Kings,Calgary Flames,19/25,61/20,313/100
Anaheim Ducks,San Jose Sharks,32/25,277/100,91/50
Vancouver Canucks,Arizona Coyotes,19/25,78/25,299/100
Florida Panthers,Pittsburgh Penguins,107/50,279/100,11/10
Columbus Blue Jackets,Nashville Predators,217/100,72/25,21/20
Washington Capitals,Ottawa Senators,17/20,76/25,271/100
2014-12-22
Winnipeg Jets,Philadelphia Flyers,99/100,293/100,231/100
Boston Bruins,Buffalo Sabres,1/2,71/20,118/25
Chicago Blackhawks,Toronto Maple Leafs,3/4,317/100,299/100
New York Rangers,Carolina Hurricanes,7/10,63/20,333/100
2014-12-21
Detroit Red Wings,Colorado Avalanche,3/4,319/100,153/50
Edmonton Oilers,Dallas Stars,53/25,73/25,27/25
San Jose Sharks,St.Louis Blues,33/25,137/50,89/50
Vancouver Canucks,Calgary Flames,89/100,293/100,263/100
Minnesota Wild,Nashville Predators,27/20,11/4,173/100
Buffalo Sabres,Colorado Avalanche,37/20,57/20,31/25
Carolina Hurricanes,New York Rangers,223/100,69/25,107/100
Columbus Blue Jackets,Chicago Blackhawks,61/25,301/100,47/50
Montreal Canadiens,Ottawa Senators,41/50,3/1,287/100
New Jersey Devils,Washington Capitals,191/100,67/25,63/50
New York Islanders,Tampa Bay Lightning,121/100,289/100,47/25
Pittsburgh Penguins,Florida Panthers,3/4,311/100,311/100
Toronto Maple Leafs,Philadelphia Flyers,47/50,61/20,239/100
2014-12-20
Los Angeles Kings,Arizona Coyotes,18/25,31/10,327/100
Calgary Flames,Dallas Stars,119/100,73/25,47/25
Winnipeg Jets,Boston Bruins,17/10,271/100,139/100
Detroit Red Wings,New York Islanders,117/100,72/25,48/25
Ottawa Senators,Anaheim Ducks,153/100,141/50,3/2
New Jersey Devils,Tampa Bay Lightning,93/50,139/50,61/50
2014-12-19
Los Angeles Kings,St.Louis Blues,117/100,277/100,201/100
San Jose Sharks,Edmonton Oilers,29/50,353/100,77/20
Montreal Canadiens,Anaheim Ducks,33/25,69/25,43/25
Carolina Hurricanes,Toronto Maple Leafs,203/100,283/100,57/50
e.fn.e.init[57]
2014-12-19
Columbus Blue Jackets,Washington Capitals,39/25,279/100,147/100
Philadelphia Flyers,Florida Panthers,113/100,141/50,51/25
