2015-06-16
Washington Capitals,San Jose Sharks,8/5,299/100,34/25
2014-10-14
Florida Panthers,Ottawa Senators,8/5,74/25,139/100
Tampa Bay Lightning,Montreal Canadiens,111/100,31/10,2/1
2014-10-13
Buffalo Sabres,Anaheim Ducks,133/50,327/100,83/100
Boston Bruins,Colorado Avalanche,47/50,311/100,241/100
Los Angeles Kings,Winnipeg Jets,77/100,319/100,149/50
New York Rangers,Toronto Maple Leafs,87/100,31/10,66/25
2014-10-12
San Jose Sharks,Winnipeg Jets,83/100,81/25,68/25
Vancouver Canucks,Edmonton Oilers,21/25,317/100,27/10
Arizona Coyotes,Los Angeles Kings,97/50,73/25,59/50
Colorado Avalanche,Minnesota Wild,27/20,287/100,43/25
Chicago Blackhawks,Buffalo Sabres,14/25,89/25,102/25
Nashville Predators,Dallas Stars,71/50,59/20,159/100
Boston Bruins,Washington Capitals,19/20,149/50,121/50
Detroit Red Wings,Anaheim Ducks,71/50,147/50,8/5
New York Islanders,Carolina Hurricanes,23/25,159/50,61/25
St.Louis Blues,Calgary Flames,18/25,13/4,323/100
Tampa Bay Lightning,Ottawa Senators,87/100,161/50,129/50
Toronto Maple Leafs,Pittsburgh Penguins,97/50,307/100,57/50
e.fn.e.init[58]
2014-10-12
Columbus Blue Jackets,New York Rangers,147/100,71/25,159/100
Florida Panthers,New Jersey Devils,171/100,143/50,34/25
Philadelphia Flyers,Montreal Canadiens,37/25,151/50,38/25
2014-10-11
Carolina Hurricanes,New York Islanders,87/50,287/100,133/100
2014-10-10
Arizona Coyotes,Winnipeg Jets,23/20,73/25,51/25
Edmonton Oilers,Calgary Flames,23/20,289/100,203/100
Minnesota Wild,Colorado Avalanche,5/4,71/25,189/100
Dallas Stars,Chicago Blackhawks,42/25,287/100,137/100
Nashville Predators,Ottawa Senators,61/50,72/25,97/50
St.Louis Blues,New York Rangers,1/1,291/100,59/25
Detroit Red Wings,Boston Bruins,159/100,143/50,73/50
Tampa Bay Lightning,Florida Panthers,39/50,33/10,143/50
Buffalo Sabres,Columbus Blue Jackets,17/10,293/100,27/20
Philadelphia Flyers,New Jersey Devils,34/25,139/50,7/4
Pittsburgh Penguins,Anaheim Ducks,53/50,307/100,53/25
Washington Capitals,Montreal Canadiens,113/100,147/50,203/100
2014-10-09
Calgary Flames,Vancouver Canucks,7/4,29/10,129/100
Los Angeles Kings,San Jose Sharks,57/50,74/25,2/1
Boston Bruins,Philadelphia Flyers,41/50,77/25,141/50
Toronto Maple Leafs,Montreal Canadiens,37/25,289/100,31/20
2014-10-05
Washington Capitals,Carolina Hurricanes,99/100,331/100,203/100
Anaheim Ducks,San Jose Sharks,31/25,78/25,41/25
Los Angeles Kings,Colorado Avalanche,51/50,319/100,201/100
Vancouver Canucks,Edmonton Oilers,99/100,79/25,103/50
Minnesota Wild,St.Louis Blues,131/100,77/25,157/100
Winnipeg Jets,Calgary Flames,11/10,157/50,93/50
Columbus Blue Jackets,Nashville Predators,27/25,157/50,189/100
Montreal Canadiens,Ottawa Senators,93/100,327/100,223/100
New Jersey Devils,New York Rangers,13/10,77/25,8/5
Tampa Bay Lightning,Florida Panthers,21/25,82/25,13/5
2014-10-04
Boston Bruins,Detroit Red Wings,83/100,163/50,247/100
Arizona Coyotes,San Jose Sharks,38/25,78/25,33/25
Toronto Maple Leafs,Detroit Red Wings,32/25,79/25,79/50
New York Islanders,Boston Bruins,161/100,319/100,123/100
Ottawa Senators,Montreal Canadiens,137/100,311/100,147/100
Carolina Hurricanes,Buffalo Sabres,117/100,319/100,43/25
New York Rangers,Chicago Blackhawks,121/100,161/50,41/25
2014-10-03
Calgary Flames,Winnipeg Jets,23/20,159/50,7/4
Colorado Avalanche,Los Angeles Kings,38/25,16/5,67/50
Edmonton Oilers,Vancouver Canucks,7/5,307/100,147/100
St.Louis Blues,Minnesota Wild,39/50,33/10,129/50
Florida Panthers,Tampa Bay Lightning,151/100,309/100,67/50
New Jersey Devils,New York Islanders,21/20,79/25,93/50
Washington Capitals,Philadelphia Flyers,13/10,307/100,31/20
2014-10-02
Edmonton Oilers,Arizona Coyotes,13/10,78/25,159/100
Chicago Blackhawks,Montreal Canadiens,79/100,67/20,63/25
Detroit Red Wings,Pittsburgh Penguins,141/100,153/50,73/50
Buffalo Sabres,Washington Capitals,129/100,313/100,159/100
Columbus Blue Jackets,Carolina Hurricanes,22/25,81/25,233/100
2014-10-01
San Jose Sharks,Los Angeles Kings,5/4,61/20,83/50
e.fn.e.init[59]
